"pop","Geno_Code","CL-blue","SL-blue","KRN-blue"
8,"Z008E0061",117.64,9.041,16.94
8,"Z008E0062",118,6.561,13.85
8,"Z008E0063",131.23,6.662,11.85
8,"Z008E0064",128.02,7.953,14.35
8,"Z008E0065",102.21,7.026,9.601
8,"Z008E0066",136.85,9.699,13.1
8,"Z008E0067",115.1,6.709,12.35
8,"Z008E0068",140.36,8.491,13.35
8,"Z008E0069",136.17,8.985,16.35
8,"Z008E0070",118.14,7.225,13.1
8,"Z008E0071",117.11,7.496,9.852
8,"Z008E0072","","",11.600000000000001
8,"Z008E0073","","",14.35
8,"Z008E0074","","",11.1
8,"Z008E0075","","",14.1
8,"Z008E0076","","",14.35
8,"Z008E0077","","",10.1
8,"Z008E0078","","",12.85
8,"Z008E0079","","",13.1
8,"Z008E0080",146.49,9.542,9.852
8,"Z008E0081",122.78,7.813,14.6
8,"Z008E0082",118.47,8.626,12.1
8,"Z008E0083",152.91,8.258,9.852
8,"Z008E0084",113.85,5.446,13.35
8,"Z008E0085","","",15.35
8,"Z008E0086","","",12.35
8,"Z008E0087",110.8,7.312,13.71
8,"Z008E0088",135.36,8.01,14.71
8,"Z008E0090",130.6,10.35,15.94
8,"Z008E0091",130.29,6.862,17.1
8,"Z008E0092",121.06,8.209,16.1
8,"Z008E0093",125.39,10.49,13.71
8,"Z008E0094",105.18,8.949,14.94
8,"Z008E0095",109.96,10.87,13.71
8,"Z008E0096",130.23,9.156,15.94
8,"Z008E0097",110.66,6.669,16.1
8,"Z008E0098",121.82,5.671,12.35
8,"Z008E0099",118.36,8.476,14.71
8,"Z008E0100",125.91,8.216,12.85
8,"Z008E0101",109.54,10.25,11.71
8,"Z008E0102",126.38,6.877,13.35
8,"Z008E0103",133.95,8.25,15.71
8,"Z008E0104",121.55,9.979,10.85
8,"Z008E0105",103.14,7.282,13.94
8,"Z008E0106",132.15,8.389,12.1
8,"Z008E0107",120.52,6.377,12.1
8,"Z008E0108",128.75,11.34,19.35
8,"Z008E0109",101.13,7.948,14.1
8,"Z008E0110",105.92,6.031,11.85
8,"Z008E0111",127.58,7.505,10.71
8,"Z008E0112",141.7,10.72,13.1
8,"Z008E0113",120.7,7.902,11.94
8,"Z008E0114",111.29,7.525,12.1
8,"Z008E0115",129.3,7.327,15.35
8,"Z008E0116",131.61,7.889,12.35
8,"Z008E0117",117.19,8.933,11.85
8,"Z008E0118",121.9,8.336,9.601
8,"Z008E0119",136.7,10.21,14.1
8,"Z008E0120",145.65,10.92,13.94
8,"Z008E0121",122.7,8.601,12.35
8,"Z008E0122",134.24,5.554000000000001,""
8,"Z008E0123",121.4,7.377,13.35
8,"Z008E0124",119.06,8.034,13.94
8,"Z008E0125",121.59,8.621,11.85
8,"Z008E0126",128,7.278,12.1
8,"Z008E0127",119.03,9.145,15.1
8,"Z008E0128",110.65,5.6,""
8,"Z008E0129",124.93,9.034,12.1
8,"Z008E0130",133.11,8.106,13.71
8,"Z008E0131",124.19,11.16,13.94
8,"Z008E0132",110.89,8.686,13.1
8,"Z008E0133",108.45,5.538,13.6
8,"Z008E0135",119.39,10.3,11.600000000000001
8,"Z008E0136",121.39,8.797,14.35
8,"Z008E0137",115.42,5.188,12.35
8,"Z008E0139",138.49,6.998,13.85
8,"Z008E0140",134.47,10.83,8.939
8,"Z008E0141",119.92,6.967,14.6
8,"Z008E0142",139.71,7.278,11.1
8,"Z008E0143","","",14.35
8,"Z008E0144",119.82,9.37,13.85
8,"Z008E0145",137.76,8.754,16.35
8,"Z008E0146","","",10.85
8,"Z008E0147",129.57,9.536,14.94
8,"Z008E0148",108.47,12.45,10.6
8,"Z008E0149",125.05,7.243,12.6
8,"Z008E0150",119.79,8.701,16.1
8,"Z008E0151",117.54,9.67,13.35
8,"Z008E0152",125.77,9.855,11.85
8,"Z008E0153",104.61,9.409,13.6
8,"Z008E0154","","",15.71
8,"Z008E0155",119.51,5.831,10.85
8,"Z008E0156",115.68,7.755,12.1
8,"Z008E0157",121.03,6.955,14.1
8,"Z008E0158",150.55,10.62,13.94
8,"Z008E0159",113.2,10.25,13.71
8,"Z008E0160",101,7.568,17.1
8,"Z008E0161",124.80000000000001,9.498,12.85
8,"Z008E0162",136.78,9.267,12.94
8,"Z008E0163",110.77,7.897,10.85
8,"Z008E0164",114.3,8.878,14.6
8,"Z008E0165",142.38,7.2,12.1
8,"Z008E0166",121.31,8.071,13.85
8,"Z008E0167",119.31,8.981,10.35
8,"Z008E0168",116.12,7.588,11.600000000000001
8,"Z008E0169",121.06,8.189,13.1
8,"Z008E0170",161.32,10.3,13.94
8,"Z008E0171",118,4.307,7.102
8,"Z008E0172",121.08,6.885,14.1
8,"Z008E0173","","",17.6
8,"Z008E0174",111.23,7.122,13.85
8,"Z008E0175",133.08,7.008,10.85
8,"Z008E0176",126.9,8.684,14.94
8,"Z008E0177",119.84,5.796,10.1
8,"Z008E0178",135.01,11.35,16.1
8,"Z008E0179",126.13,10.02,15.35
8,"Z008E0180",136.44,8.756,12.85
8,"Z008E0181",114.84,9.932,13.85
8,"Z008E0182",140.67,9.892,14.85
8,"Z008E0183","","",12.85
8,"Z008E0184",134.18,9.234,14.94
8,"Z008E0185",113.11,10.14,13.85
8,"Z008E0186",117.7,9.879,10.6
8,"Z008E0187",131.99,5.579,17.71
8,"Z008E0188",125.4,9.202,13.71
8,"Z008E0189",117.12,7.621,15.1
8,"Z008E0190","","",11.85
8,"Z008E0191",126.81,7.956,14.35
8,"Z008E0192",104.02999999999999,7.563,11.600000000000001
8,"Z008E0193",131.92,6.217,13.1
8,"Z008E0194",114.89,6.911,11.1
8,"Z008E0195",122.32,9.448,12.1
8,"Z008E0196",132.53,7.437,15.1
8,"Z008E0197",112.2,6.933,11.35
8,"Z008E0198",107.62,10.33,14.1
8,"Z008E0199",116.25,8.333,16.71
8,"Z008E0200",98.95,10.36,11.1
8,"Z008E0253","","",14.71
9,"Z009E0001","","",15.4
9,"Z009E0002","","",14.29
9,"Z009E0003","","",13.27
9,"Z009E0004","","",12.96
9,"Z009E0005","","",10.6
9,"Z009E0007","","",12.46
9,"Z009E0008",132.32,7.805,14.76
9,"Z009E0009",145.93,8.291,12.33
9,"Z009E0010",152.71,9.282,12.87
9,"Z009E0012",128.26,"",""
9,"Z009E0013",128.92,11.51,13.55
9,"Z009E0014",140.92000000000002,9.497,15.86
9,"Z009E0015",129.97,9.771,13.67
9,"Z009E0016",132.33,8.281,12.54
9,"Z009E0017","","",12.55
9,"Z009E0018",119.06,8.939,13.4
9,"Z009E0019",144.49,8.53,14.37
9,"Z009E0020",131.97,9.229,12.67
9,"Z009E0021",134.96,9.771,""
9,"Z009E0022",141.34,10.73,""
9,"Z009E0023",129.09,7.515,12.399999999999999
9,"Z009E0024",135.98,"",""
9,"Z009E0025",137.66,9.635,14.37
9,"Z009E0026",128.33,9.453,11.55
9,"Z009E0027",123.96,6.883,11.97
9,"Z009E0028",157.55,10.51,14.29
9,"Z009E0029",134.89,12.58,11.55
9,"Z009E0030",138.35,10.15,13.78
9,"Z009E0031",122.49,9.521,13.75
9,"Z009E0032",120.04,8.041,14.05
9,"Z009E0033",148.64,6.62,11.46
9,"Z009E0034",133.08,10.16,14.84
9,"Z009E0035",131.58,10.53,14.28
9,"Z009E0036",136.04,9.827,15.05
9,"Z009E0037",133.81,7.508,10.97
9,"Z009E0038",104.59,8.392,12.55
9,"Z009E0039",114.46,7.917,17.76
9,"Z009E0040",143.22,9.437,13.81
9,"Z009E0041",133.28,8.227,12.76
9,"Z009E0042",115.75,"",""
9,"Z009E0043",131.37,10.24,15.05
9,"Z009E0044",139.73,9.036,11.37
9,"Z009E0045",147.63,9.373,11.4
9,"Z009E0047",126.51,9.036,13.46
9,"Z009E0048",116.09,13,13.37
9,"Z009E0049",149.27,8.387,16.28
9,"Z009E0050",115.55,14.62,13.76
9,"Z009E0051",143.72,7.991,""
9,"Z009E0052","","",15.48
9,"Z009E0053",139.36,6.958,12.48
9,"Z009E0054",129.44,11.62,""
9,"Z009E0055",128.68,8.94,12.67
9,"Z009E0056",144.32,11.51,12.16
9,"Z009E0057",131.42,9.676,14.45
9,"Z009E0058",126.36,9.742,11.07
9,"Z009E0059",129.45,7.704,12.27
9,"Z009E0060",114.86,8.681,12.55
9,"Z009E0061",149.16,9.263,11.55
9,"Z009E0062",125.82,7.68,11.97
9,"Z009E0063",136.19,9.249,14.4
9,"Z009E0064",126.21,7.482,10.97
9,"Z009E0065","","",10.67
9,"Z009E0066",123.62,9.631,15.84
9,"Z009E0067",122.69,9.347,13.37
9,"Z009E0068",146.75,8.134,10.84
9,"Z009E0069",121.22,9.198,12.97
9,"Z009E0070",131.93,8.826,12.26
9,"Z009E0071",133.78,13.86,10.46
9,"Z009E0072",125.58,10.41,13.76
9,"Z009E0073",134.05,11.39,13.4
9,"Z009E0074",118.17,9.071,13.84
9,"Z009E0075",135.52,10.78,15.05
9,"Z009E0076",142.98,9.551,13.55
9,"Z009E0077",128.37,11.56,15.37
9,"Z009E0078",107.77,10.12,12.81
9,"Z009E0079",134.89,8.53,13.37
9,"Z009E0080",110.73,8.888,10.97
9,"Z009E0082",103.94,8.537,11.76
9,"Z009E0083",135.1,13.39,7.762
9,"Z009E0084",129.66,8.328,13.97
9,"Z009E0085",136.26,10.73,10.96
9,"Z009E0086",153.34,11.07,10.86
9,"Z009E0087",116.46,7.234,11.37
9,"Z009E0088",117.35,9.347,14.37
9,"Z009E0089",132.39,12.22,15.28
9,"Z009E0090",134.38,9.487,8.966
9,"Z009E0091",125.46,8.53,14.37
9,"Z009E0092",133.39,8.448,15.29
9,"Z009E0093",106.09,8.674,12.29
9,"Z009E0094",112.66,10.86,12.84
9,"Z009E0095",128.54,9.932,12.97
9,"Z009E0096",110.19,7.212,14.16
9,"Z009E0097",99.13,8.108,12.14
9,"Z009E0098",138.11,10.36,12.84
9,"Z009E0099","","",13.26
9,"Z009E0100",125.87,10.33,13.07
9,"Z009E0101",133.33,6.914,11.55
9,"Z009E0102",146.65,12.78,10.55
9,"Z009E0103",130.52,13.18,14.29
9,"Z009E0104",142.31,10.12,12.65
9,"Z009E0105",120.02,7.605,14.46
9,"Z009E0106",128.57,8.476,10.96
9,"Z009E0107",113.68,8.076,16.76
9,"Z009E0108",132.54,8.681,11.55
9,"Z009E0109",127.65,"",""
9,"Z009E0110",130.48,10.87,12.06
9,"Z009E0111",137.87,10.4,12.84
9,"Z009E0112",109.78,9.052,11.05
9,"Z009E0113",148.15,9.412,13.05
9,"Z009E0114",128.94,7.066,13.35
9,"Z009E0115",129.86,9.292,12.46
9,"Z009E0116",137.39,8.819,12.37
9,"Z009E0117",110.54,10.2,12.51
9,"Z009E0118",126,9.902,14.84
9,"Z009E0119",138.97,10.9,11.4
9,"Z009E0120",139.8,9.023,13.71
9,"Z009E0121",120.1,9.887,13.34
9,"Z009E0122",103.31,7.799,14.47
9,"Z009E0123",126.94,8.577,11.76
9,"Z009E0124",140.61,6.969,11.97
9,"Z009E0125",122.46,10.89,11.84
9,"Z009E0126",119.89,9.763,""
9,"Z009E0127",117.43,11.31,13.4
9,"Z009E0128",118.21,7.824,12.84
9,"Z009E0129",133.9,9.115,14.76
9,"Z009E0130",129.80999999999997,9.796,10.14
9,"Z009E0131",132.83,8.351,14.05
9,"Z009E0132",151.1,10.29,12.55
9,"Z009E0133",125.82,8.328,13.9
9,"Z009E0134",145.71,10.78,13.29
9,"Z009E0135",123.05,8.732,15.46
9,"Z009E0136",135.66,9.359,13.84
9,"Z009E0137",128.2,"",""
9,"Z009E0138",130.64,10.22,12.29
9,"Z009E0139",126.73,8.499,14.4
9,"Z009E0140",116.88,8.03,17.67
9,"Z009E0141",125.32,9.386,12.76
9,"Z009E0142",141.69,8.214,13.64
9,"Z009E0143",127.87,8.899,13.46
9,"Z009E0144",157.86,9.643,12.76
9,"Z009E0145","","",13.28
9,"Z009E0146",151.58,10.59,14.84
9,"Z009E0147",146.06,9.52,12.399999999999999
9,"Z009E0149",146.74,9.347,13.37
9,"Z009E0150",131.03,9.021,12.46
9,"Z009E0151",144.71,8.94,13.67
9,"Z009E0152",148.62,6.883,12.97
9,"Z009E0153",138.18,9.096,12.29
9,"Z009E0154",137.32,10.16,15.37
9,"Z009E0155",145.65,7.172,14.52
9,"Z009E0156",129.35,7.307,14.47
9,"Z009E0157",140.29,8.991,14.55
9,"Z009E0158",140.06,8.991,10.55
9,"Z009E0159",134.69,10.34,13.4
9,"Z009E0160","","",12.55
9,"Z009E0161",178.67,8.613,12.25
9,"Z009E0162",132.9,8.204,12.96
9,"Z009E0163",145.21,9.249,13.4
9,"Z009E0164",121.32,9.902,15.84
9,"Z009E0165",155.71,9.071,11.84
9,"Z009E0166",137.11,"",""
9,"Z009E0167",143.84,6.914,13.05
9,"Z009E0168",136.44,5.069,13.05
9,"Z009E0169",137.32,8.341,11.67
9,"Z009E0170",144.61,8.328,12.47
9,"Z009E0171","","",12.67
9,"Z009E0173",120.1,6.982,15.67
9,"Z009E0174",136.74,10.25,15.29
9,"Z009E0175",116.84,9.785,13.86
9,"Z009E0176",127.77,7.234,16.37
9,"Z009E0177",115.7,9.537,12.19
9,"Z009E0178","","",11.97
9,"Z009E0179",134.75,10.53,18.29
9,"Z009E0180",135.46,9.902,13.84
9,"Z009E0181",105.19,11.04,15.29
9,"Z009E0182",132.41,6.775,13.37
9,"Z009E0183",119.13,9.115,17.76
9,"Z009E0184",129.17,8.041,19.05
9,"Z009E0185","","",9.966
9,"Z009E0186",131.34,7.315,12.55
9,"Z009E0187",134.11,9.412,18.05
9,"Z009E0188","","",14.28
9,"Z009E0190",152.43,8.002,11.4
9,"Z009E0191",144.28,9.912,12.29
9,"Z009E0192",124.80000000000001,8.65,13.4
9,"Z009E0193",122.6,7.651,16.29
9,"Z009E0194",121.64,7.894,11.46
9,"Z009E0196",135.15,9.365,15.1
9,"Z009E0197",133.01,7.447,""
9,"Z009E0198",123.09,6.559,13.67
9,"Z009E0199",127.77,6.056,13.67
9,"Z009E0200",130.13,7.68,10.97
9,"Z009E0214","","",13.4
9,"Z009E0219","","",11.97
9,"Z009E0223","","",11.55
9,"Z009E0243","","",13.37
9,"Z009ESBreplace1","","",14.55
9,"Z009ESBreplace2","","",13.34
9,"Z009ESBreplace3","","",11.37
10,"Z010E0001",140.42,7.674,""
10,"Z010E0002",134.23,7.126,15.62
10,"Z010E0003",146.65,9.24,10.71
10,"Z010E0006","","",12.72
10,"Z010E0007",128.56,8.426,15.12
10,"Z010E0008",115.88,8.229,11.52
10,"Z010E0009",108.3,7.306,11.12
10,"Z010E0010",127.91,7.796,""
10,"Z010E0011",119.93,9.87,""
10,"Z010E0012",119.02,7.406,""
10,"Z010E0013",121.16,7.33,14.62
10,"Z010E0014","","",14.62
10,"Z010E0015",116.37,8.389,11.66
10,"Z010E0016","","",13.43
10,"Z010E0017",119.52,6.999,""
10,"Z010E0018",135.37,10.53,15.71
10,"Z010E0019","","",11.62
10,"Z010E0020","","",15.72
10,"Z010E0021",108.22,8.766,11.43
10,"Z010E0022",138.75,6.539,11.37
10,"Z010E0023",116.2,8.277,13.66
10,"Z010E0024",132.31,8.37,11.52
10,"Z010E0025",123.38,8.608,12.12
10,"Z010E0026",127.49,9.17,14.62
10,"Z010E0027",132.88,10.54,11.62
10,"Z010E0028",109.46,7.444,""
10,"Z010E0029",152.4,"",""
10,"Z010E0030",113.9,8.233,13.62
10,"Z010E0031","","",12.52
10,"Z010E0032",120.4,10.28,14.66
10,"Z010E0033",140.5,12.57,10.66
10,"Z010E0034",157.47,9.285,11.72
10,"Z010E0035",128.81,8.692,14.12
10,"Z010E0036",154.67,8.879,""
10,"Z010E0037",118.23,8.696,14.43
10,"Z010E0038",129.35,8.477,11.66
10,"Z010E0039",136.27,7.265,12.62
10,"Z010E0040",114.44,8.24,12.66
10,"Z010E0041",124.4,9.65,""
10,"Z010E0042",123.71,8.76,""
10,"Z010E0043",144.58,5.749,9.723
10,"Z010E0044",127.78,11.37,13.66
10,"Z010E0045",120.52,11.52,""
10,"Z010E0046",127.75,8.72,13.43
10,"Z010E0047",129.51,7.562,16.12
10,"Z010E0048",120.37,7.196,""
10,"Z010E0049",97.74,7.473,11.37
10,"Z010E0050",127.96,13.85,""
10,"Z010E0051",125.5,7.553,11.43
10,"Z010E0052",134.88,9.741,12.12
10,"Z010E0053",135.87,7.193,11.62
10,"Z010E0054",140.34,9.915,""
10,"Z010E0055",143.75,10.15,""
10,"Z010E0056",138.47,9.868,11.71
10,"Z010E0057",132.89,9.298,9.367
10,"Z010E0058",113.28,6.971,""
10,"Z010E0059",126.63,7.949,13.62
10,"Z010E0060",128.97,6.76,""
10,"Z010E0061",156.52,12.48,19.62
10,"Z010E0062",136.52,7.716,12.12
10,"Z010E0063",127.7,7.827,13.37
10,"Z010E0064",127.81,10.18,""
10,"Z010E0065",116.92,7.425,""
10,"Z010E0066",100.42,10.58,11.72
10,"Z010E0067",126.59,8.388,""
10,"Z010E0068",135.38,10.67,13.12
10,"Z010E0069",159.86,7.598,""
10,"Z010E0070",115.72,7.738,""
10,"Z010E0071",133.94,11.99,13.12
10,"Z010E0072",138.21,5.428,15.72
10,"Z010E0073","","",12.62
10,"Z010E0075",134.74,5.65,12.62
10,"Z010E0076",123.94,7.838,12.12
10,"Z010E0077",118.33,9.366,14.52
10,"Z010E0078",118.85,8.026,12.62
10,"Z010E0079",112.59,7.436,""
10,"Z010E0080",131.88,10.16,13.12
10,"Z010E0081",105.81,7.366,12.62
10,"Z010E0082",102.5,6.587,""
10,"Z010E0083",149.49,8.791,13.12
10,"Z010E0084",117.27,6.405,""
10,"Z010E0085",116.36,5.609,""
10,"Z010E0086",118.44,9.497,12.12
10,"Z010E0087",110.73,7.318,""
10,"Z010E0088",121.48,9.105,12.71
10,"Z010E0089",131.96,8.832,14.62
10,"Z010E0090",119.28,9.775,12.71
10,"Z010E0091",136.53,5.794,""
10,"Z010E0092",114.08,6.78,11.43
10,"Z010E0093","","",13.37
10,"Z010E0094",123.56,10.86,17.66
10,"Z010E0095",125.28,8.388,12.62
10,"Z010E0096","","",11.71
10,"Z010E0098",110.91,8.933,15.62
10,"Z010E0099",121.16,10.75,13.12
10,"Z010E0100",118.21,8.418,10.37
10,"Z010E0101",127.42,9.351,11.72
10,"Z010E0102","","",16.12
10,"Z010E0103",118.99,9.522,""
10,"Z010E0104",129.95,9.575,11.43
10,"Z010E0105",110.76,7.445,""
10,"Z010E0106",131.21,8.342,11.52
10,"Z010E0107",108.43,8.338,11.72
10,"Z010E0108",119.74,6.373,10.12
10,"Z010E0109","","",10.66
10,"Z010E0110",156.39,9.848,9.433
10,"Z010E0111",114.67,8.427,15.66
10,"Z010E0112",137.6,7.561,13.66
10,"Z010E0113",129.96,6.337,11.43
10,"Z010E0114",122.69,8.333,14.12
10,"Z010E0115",122.56,11.11,""
10,"Z010E0116",121.42,6.366,13.43
10,"Z010E0117",123.36,6.692,""
10,"Z010E0118",124.97,7.382,""
10,"Z010E0119",137.37,9.099,14.12
10,"Z010E0120",142.83,10.09,""
10,"Z010E0121",130.37,7.801,10.37
10,"Z010E0122",132.26,10.62,11.71
10,"Z010E0123",119.1,6.635,""
10,"Z010E0124",146.83,7.593,""
10,"Z010E0125",116.93,7.216,15.71
10,"Z010E0126",110.48,5.378,14.12
10,"Z010E0127",124.79,8.52,11.71
10,"Z010E0128",140.61,9.152,14.62
10,"Z010E0129",109.84,8.107,13.71
10,"Z010E0130",130.55,5.022,13.43
10,"Z010E0131",137.79,11.74,15.62
10,"Z010E0132",123.71,6.818,14.62
10,"Z010E0133",125.61,8.204,13.72
10,"Z010E0134",131.8,7.161,""
10,"Z010E0135",120.56,7.988,11.12
10,"Z010E0136",147.79,6.622,10.43
10,"Z010E0137",118.84,8.524,12.62
10,"Z010E0138",144.62,11.17,11.71
10,"Z010E0139",132,7.451,15.66
10,"Z010E0140","","",13.52
10,"Z010E0141",122.84,8.491,""
10,"Z010E0142",134.75,8.991,""
10,"Z010E0143",122.61,8.338,11.72
10,"Z010E0144",120.5,9.686,11.62
10,"Z010E0145",134.03,8.988,11.52
10,"Z010E0146","","",17.37
10,"Z010E0147",138.3,9.425,12.62
10,"Z010E0148",134.5,6.883,""
10,"Z010E0149",131.89,8.662,""
10,"Z010E0150",119.77,9.61,""
10,"Z010E0151",99.08,7.636,15.71
10,"Z010E0152","","",13.62
10,"Z010E0153",140.29,8.629,11.37
10,"Z010E0154",130.51,7.514,""
10,"Z010E0155",104.13,6.961,13.62
10,"Z010E0156",129.21,10.49,13.12
10,"Z010E0157",122.87,10.12,11.52
10,"Z010E0158",128.42,11.02,14.12
10,"Z010E0159",132.76,11.28,12.62
10,"Z010E0160",131.79,10.08,14.66
10,"Z010E0161",124.08,6.732,""
10,"Z010E0162",132.91,9.487,""
10,"Z010E0163",128.01,10.18,""
10,"Z010E0164",134.56,10.33,""
10,"Z010E0165",126.25,8.332,""
10,"Z010E0166",139.6,9.643,11.12
10,"Z010E0167",139.52,12.92,""
10,"Z010E0169",139.9,9.49,""
10,"Z010E0170",152.74,7.852,""
10,"Z010E0171",135.13,"",""
10,"Z010E0172",136.6,11.23,12.71
10,"Z010E0173",160.24,11.06,11.12
10,"Z010E0174",121.72,9.979,""
10,"Z010E0175",126.07,9.474,12.52
10,"Z010E0176",128.97,8.265,15.43
10,"Z010E0178",112.57,9.061,14.72
10,"Z010E0179",123.18,7.863,10.72
10,"Z010E0180",105.37,7.736,11.62
10,"Z010E0181",139.28,8.434,13.12
10,"Z010E0182",111.56,7.847,""
10,"Z010E0184",111.41,6.434,""
10,"Z010E0185",117.67,6.329,13.12
10,"Z010E0186",123,7.777,12.66
10,"Z010E0187",117.53,10.11,12.62
10,"Z010E0188",127.07,9.625,""
10,"Z010E0189",127.59,10.72,11.62
10,"Z010E0190",111.27,5.999,""
10,"Z010E0191",163.08,8.653,11.62
10,"Z010E0192",122.47,9.105,""
10,"Z010E0193",141.35,8.136,""
10,"Z010E0194",162.09,10.91,13.62
10,"Z010E0195","","",9.618
10,"Z010E0196",122.25,7.09,""
10,"Z010E0197",128.72,9.629,14.12
10,"Z010E0198",128.41,11.08,13.71
10,"Z010E0200",140.1,6.402,15.72
10,"Z010E0214","","",9.367
